track,proj,blk,stk,dist,reg,ten,floor,date,base_sqft,ph_sqft,extra,extra_pct,n_base,base_price,ph_price,base_psf,ph_psf,void_psf,ratio,headline_drop
newsale,PARC ESTA,908 SIMS AVENUE,38,14,Central Region,LH,18,2019-12-07,926,1055,129,0.14,5,1607520,1697000,1737,1609,693,0.3989,-0.0736
newsale,PARC ESTA,908 SIMS AVENUE,39,14,Central Region,LH,18,2020-08-20,1227,1410,183,0.149,16,2135132,2277000,1740,1615,775,0.4456,-0.0719
newsale,PARC ESTA,908 SIMS AVENUE,40,14,Central Region,LH,18,2019-11-20,700,775,75,0.108,4,1272376,1294000,1819,1670,287,0.1578,-0.0819
newsale,PARC ESTA,908 SIMS AVENUE,41,14,Central Region,LH,18,2020-02-24,700,775,75,0.108,13,1265984,1294000,1809,1670,372,0.2055,-0.0772
newsale,PARC ESTA,908 SIMS AVENUE,42,14,Central Region,LH,18,2020-08-02,1227,1410,183,0.149,11,2125584,2254000,1732,1598,702,0.4052,-0.0772
newsale,PARC ESTA,908 SIMS AVENUE,43,14,Central Region,LH,18,2019-09-20,926,1055,129,0.14,9,1577980,1647000,1705,1561,534,0.3135,-0.0841
newsale,PARC ESTA,910 SIMS AVENUE,44,14,Central Region,LH,18,2019-06-15,635,753,118,0.186,15,1084540,1154000,1708,1532,587,0.3435,-0.1032
newsale,PARC ESTA,910 SIMS AVENUE,45,14,Central Region,LH,18,2020-06-02,635,753,118,0.186,9,1122160,1230000,1767,1632,911,0.5155,-0.0761
newsale,PARC ESTA,910 SIMS AVENUE,46,14,Central Region,LH,18,2019-05-07,829,915,86,0.104,17,1425536,1469000,1720,1606,505,0.2935,-0.0665
newsale,PARC ESTA,910 SIMS AVENUE,48,14,Central Region,LH,18,2020-04-28,721,850,129,0.179,5,1282120,1357000,1778,1596,580,0.3261,-0.1024
newsale,PARC ESTA,910 SIMS AVENUE,49,14,Central Region,LH,18,2019-09-24,710,861,151,0.212,11,1260744,1326000,1775,1540,433,0.244,-0.1323
newsale,PARC ESTA,910 SIMS AVENUE,50,14,Central Region,LH,18,2020-09-13,1119,1335,215,0.192,10,1933320,2094000,1727,1569,746,0.4322,-0.0916
newsale,PARC ESTA,910 SIMS AVENUE,51,14,Central Region,LH,18,2019-06-30,915,1012,97,0.106,16,1561398,1615000,1707,1596,553,0.3242,-0.0647
newsale,PARC ESTA,912 SIMS AVENUE,52,14,Central Region,LH,18,2019-03-10,517,614,97,0.188,17,955472,1058000,1849,1724,1058,0.5723,-0.0675
newsale,PARC ESTA,912 SIMS AVENUE,55,14,Central Region,LH,18,2019-02-17,958,1119,161,0.169,13,1568640,1682000,1637,1503,702,0.4288,-0.0824
newsale,PARC ESTA,912 SIMS AVENUE,57,14,Central Region,LH,18,2020-08-07,743,861,118,0.159,14,1326308,1410000,1786,1637,707,0.3958,-0.0831
newsale,PARC ESTA,912 SIMS AVENUE,58,14,Central Region,LH,18,2020-07-03,635,743,108,0.169,4,1177808,1235000,1855,1663,531,0.2865,-0.1034
newsale,PARC ESTA,912 SIMS AVENUE,60,14,Central Region,LH,18,2019-06-03,840,1023,183,0.218,16,1414590,1518000,1685,1484,565,0.3354,-0.1189
newsale,PARC ESTA,914 SIMS AVENUE,64,14,Central Region,LH,18,2019-10-03,904,1076,172,0.19,13,1468536,1572000,1624,1460,601,0.3699,-0.1008
newsale,PARC ESTA,914 SIMS AVENUE,66,14,Central Region,LH,18,2020-08-23,420,517,97,0.231,5,808588,882000,1926,1707,758,0.3935,-0.1137
newsale,PARC ESTA,914 SIMS AVENUE,67,14,Central Region,LH,18,2020-06-20,517,614,97,0.188,3,984300,1015000,1905,1654,317,0.1663,-0.1316
newsale,PARC ESTA,914 SIMS AVENUE,68,14,Central Region,LH,18,2020-05-14,958,1119,161,0.169,14,1600100,1675000,1670,1496,464,0.2777,-0.1042
newsale,PARC ESTA,914 SIMS AVENUE,69,14,Central Region,LH,18,2021-02-08,1033,1152,118,0.115,10,1816186,1924000,1758,1671,911,0.518,-0.0495
newsale,PARC ESTA,916 SIMS AVENUE,70,14,Central Region,LH,18,2020-10-03,732,850,118,0.162,6,1348500,1406000,1842,1653,486,0.2636,-0.1025
newsale,PARC ESTA,916 SIMS AVENUE,71,14,Central Region,LH,18,2021-02-05,743,861,118,0.159,5,1325720,1425000,1785,1655,839,0.4698,-0.0729
newsale,PARC ESTA,916 SIMS AVENUE,72,14,Central Region,LH,18,2019-02-18,1033,1152,118,0.115,5,1802904,1846000,1745,1603,364,0.2086,-0.0814
newsale,PARC ESTA,916 SIMS AVENUE,73,14,Central Region,LH,18,2020-06-22,958,1119,161,0.169,13,1616016,1690000,1687,1510,458,0.2716,-0.1051
newsale,PARC ESTA,916 SIMS AVENUE,74,14,Central Region,LH,18,2020-06-28,452,549,97,0.214,8,850238,911000,1881,1660,627,0.3335,-0.1176
newsale,PARC ESTA,916 SIMS AVENUE,75,14,Central Region,LH,18,2019-11-20,420,517,97,0.231,12,792582,843000,1888,1632,520,0.2757,-0.1358
newsale,PARC ESTA,916 SIMS AVENUE,77,14,Central Region,LH,18,2020-05-16,1023,1206,183,0.179,16,1736060,1796000,1698,1490,328,0.1929,-0.1225
newsale,PARC ESTA,916 SIMS AVENUE,78,14,Central Region,LH,18,2018-11-19,1399,1604,205,0.146,12,2341486,2420000,1673,1509,384,0.2294,-0.0983
newsale,PARC RIVIERA,101 WEST COAST VALE,01,05,West Region,LH,36,2017-07-07,1152,1679,527,0.458,29,1448700,1568888,1258,934,228,0.1812,-0.2572
newsale,PARC RIVIERA,101 WEST COAST VALE,02,05,West Region,LH,36,2017-02-12,646,969,323,0.5,30,881382,962000,1365,993,250,0.1829,-0.2724
newsale,PARC RIVIERA,101 WEST COAST VALE,03,05,West Region,LH,36,2017-01-28,463,667,205,0.442,29,616448,665000,1332,996,237,0.1782,-0.2518
newsale,PARC RIVIERA,101 WEST COAST VALE,05,05,West Region,LH,36,2017-08-08,904,1335,431,0.476,30,1192128,1287000,1318,964,220,0.1671,-0.2687
newsale,PARC RIVIERA,101 WEST COAST VALE,06,05,West Region,LH,36,2017-05-27,990,1421,431,0.435,35,1260000,1385025,1272,975,290,0.2282,-0.2339
newsale,PARC RIVIERA,101 WEST COAST VALE,07,05,West Region,LH,36,2017-04-21,710,1033,323,0.455,34,965996,1017530,1360,985,160,0.1174,-0.2758
newsale,PARC RIVIERA,101 WEST COAST VALE,08,05,West Region,LH,36,2017-02-18,603,926,323,0.536,33,828576,911000,1375,984,255,0.1857,-0.2841
newsale,PARC RIVIERA,101 WEST COAST VALE,09,05,West Region,LH,36,2017-05-19,603,926,323,0.536,34,828784,911000,1375,984,255,0.1852,-0.2842
newsale,PARC RIVIERA,101 WEST COAST VALE,10,05,West Region,LH,36,2017-04-11,710,1033,323,0.455,34,960124,1028020,1351,995,210,0.1556,-0.2639
newsale,PARC RIVIERA,101 WEST COAST VALE,11,05,West Region,LH,36,2017-03-31,1184,1711,527,0.445,31,1481396,1637000,1251,956,295,0.2358,-0.2355
newsale,PARC RIVIERA,103 WEST COAST VALE,12,05,West Region,LH,36,2017-02-20,1152,1679,527,0.458,23,1442912,1591000,1253,947,281,0.2241,-0.2437
newsale,PARC RIVIERA,103 WEST COAST VALE,13,05,West Region,LH,36,2017-05-13,646,969,323,0.5,30,882060,952380,1366,983,218,0.1594,-0.2802
newsale,PARC RIVIERA,103 WEST COAST VALE,14,05,West Region,LH,36,2016-12-28,463,667,205,0.442,28,620550,665000,1341,996,217,0.1621,-0.2568
newsale,PARC RIVIERA,103 WEST COAST VALE,15,05,West Region,LH,36,2017-03-01,463,667,205,0.442,29,619776,665000,1339,996,221,0.1651,-0.2559
newsale,PARC RIVIERA,103 WEST COAST VALE,16,05,West Region,LH,36,2018-05-04,904,1335,431,0.476,11,1191360,1488000,1318,1115,689,0.5229,-0.1539
newsale,PARC RIVIERA,103 WEST COAST VALE,17,05,West Region,LH,36,2017-09-05,990,1421,431,0.435,34,1269230,1388025,1282,977,276,0.2153,-0.2378
newsale,PARC RIVIERA,103 WEST COAST VALE,18,05,West Region,LH,36,2017-05-17,710,1033,323,0.455,34,965260,1049000,1359,1015,259,0.1909,-0.2529
newsale,PARC RIVIERA,103 WEST COAST VALE,19,05,West Region,LH,36,2017-10-09,603,926,323,0.536,30,829016,910000,1375,983,251,0.1823,-0.2852
newsale,PARC RIVIERA,103 WEST COAST VALE,20,05,West Region,LH,36,2017-05-12,603,926,323,0.536,34,828330,920000,1374,994,284,0.2066,-0.2768
newsale,PARC RIVIERA,103 WEST COAST VALE,21,05,West Region,LH,36,2017-06-03,710,1033,323,0.455,34,969050,1045000,1364,1011,235,0.1724,-0.2586
newsale,PARC RIVIERA,103 WEST COAST VALE,22,05,West Region,LH,36,2017-11-28,1184,1711,527,0.445,31,1505520,1654000,1272,966,282,0.2214,-0.2399
newsale,PARK COLONIAL,10 WOODLEIGH LANE,41,13,Central Region,LH,14,2018-07-05,635,829,194,0.305,13,1128496,1208000,1777,1457,410,0.2309,-0.1798
newsale,PARK COLONIAL,10 WOODLEIGH LANE,42,13,Central Region,LH,14,2018-12-07,980,1195,215,0.22,13,1629528,1705000,1664,1427,351,0.2107,-0.1422
newsale,PARK COLONIAL,10 WOODLEIGH LANE,43,13,Central Region,LH,14,2018-07-08,1066,1442,377,0.354,13,1780200,1887000,1671,1308,283,0.1697,-0.2169
newsale,PARK COLONIAL,10 WOODLEIGH LANE,44,13,Central Region,LH,14,2018-10-06,635,829,194,0.305,10,1164433,1209000,1834,1459,230,0.1255,-0.2044
newsale,PARK COLONIAL,10 WOODLEIGH LANE,45,13,Central Region,LH,14,2018-12-03,635,829,194,0.305,13,1136904,1214000,1790,1465,398,0.2223,-0.1818
newsale,PARK COLONIAL,10 WOODLEIGH LANE,46,13,Central Region,LH,14,2018-07-05,980,1195,215,0.22,13,1645328,1739000,1680,1455,435,0.259,-0.1335
newsale,PARK COLONIAL,10 WOODLEIGH LANE,47,13,Central Region,LH,14,2019-04-27,1711,2185,474,0.277,4,3054188,3183000,1785,1457,272,0.1524,-0.1837
newsale,PARK COLONIAL,10 WOODLEIGH LANE,48,13,Central Region,LH,14,2018-09-15,603,818,215,0.357,13,1188072,1277000,1971,1561,413,0.2096,-0.208
newsale,PARK COLONIAL,12 WOODLEIGH LANE,49,13,Central Region,LH,15,2018-11-04,603,818,215,0.357,4,1260128,1350000,2091,1650,417,0.1997,-0.2106
newsale,PARK COLONIAL,12 WOODLEIGH LANE,50,13,Central Region,LH,15,2019-05-08,1711,2185,474,0.277,9,3001292,3136000,1754,1435,284,0.1622,-0.1816
newsale,PARK COLONIAL,12 WOODLEIGH LANE,51,13,Central Region,LH,15,2018-07-07,980,1195,215,0.22,14,1657606,1744000,1692,1460,401,0.2371,-0.1375
newsale,PARK COLONIAL,12 WOODLEIGH LANE,52,13,Central Region,LH,15,2018-09-19,635,829,194,0.305,14,1140286,1218000,1795,1470,401,0.2234,-0.1815
newsale,PARK COLONIAL,12 WOODLEIGH LANE,53,13,Central Region,LH,15,2018-08-10,635,829,194,0.305,12,1141174,1218000,1797,1470,397,0.2207,-0.1822
newsale,PARK COLONIAL,12 WOODLEIGH LANE,54,13,Central Region,LH,15,2018-10-10,980,1195,215,0.22,13,1663628,1744000,1698,1460,373,0.2198,-0.1406
newsale,PARK COLONIAL,12 WOODLEIGH LANE,55,13,Central Region,LH,15,2018-09-19,1410,1851,441,0.313,7,2486088,2600000,1763,1404,258,0.1464,-0.2035
newsale,PARK COLONIAL,12 WOODLEIGH LANE,56,13,Central Region,LH,15,2018-09-17,635,829,194,0.305,14,1306950,1387000,2058,1673,413,0.2008,-0.1868
newsale,PARK COLONIAL,2 WOODLEIGH LANE,01,13,Central Region,LH,15,2018-07-07,678,872,194,0.286,3,1309624,1388000,1931,1592,405,0.2095,-0.1757
newsale,PARK COLONIAL,2 WOODLEIGH LANE,02,13,Central Region,LH,15,2018-07-05,1249,1658,409,0.328,9,2236860,2353000,1791,1419,284,0.1585,-0.2076
newsale,PARK COLONIAL,2 WOODLEIGH LANE,03,13,Central Region,LH,15,2018-07-14,1087,1464,377,0.347,14,1960880,2068000,1804,1413,284,0.1576,-0.2168
newsale,PARK COLONIAL,2 WOODLEIGH LANE,04,13,Central Region,LH,15,2018-07-05,678,872,194,0.286,14,1243090,1320000,1833,1514,397,0.2165,-0.1741
newsale,PARK COLONIAL,2 WOODLEIGH LANE,05,13,Central Region,LH,15,2018-08-07,678,872,194,0.286,12,1211056,1288000,1786,1477,397,0.2224,-0.1728
newsale,PARK COLONIAL,2 WOODLEIGH LANE,06,13,Central Region,LH,15,2018-12-03,1023,1346,323,0.316,12,1757994,1849000,1719,1374,282,0.1639,-0.2007
newsale,PARK COLONIAL,2 WOODLEIGH LANE,07,13,Central Region,LH,15,2019-02-02,1012,1335,323,0.319,3,1898220,1998000,1876,1497,309,0.1647,-0.2021
newsale,PARK COLONIAL,2 WOODLEIGH LANE,08,13,Central Region,LH,15,2018-07-06,743,958,215,0.29,7,1444464,1532000,1945,1599,407,0.2091,-0.1777
newsale,PARK COLONIAL,4 WOODLEIGH LANE,09,13,Central Region,LH,15,2018-07-12,603,818,215,0.357,12,1102770,1189000,1829,1453,401,0.2189,-0.2055
newsale,PARK COLONIAL,4 WOODLEIGH LANE,10,13,Central Region,LH,15,2018-09-22,980,1195,215,0.22,8,1663654,1735000,1698,1452,331,0.1951,-0.145
newsale,PARK COLONIAL,4 WOODLEIGH LANE,11,13,Central Region,LH,15,2019-05-21,980,1195,215,0.22,5,1876552,1969000,1916,1648,429,0.2242,-0.1398
newsale,PARK COLONIAL,4 WOODLEIGH LANE,12,13,Central Region,LH,15,2019-05-18,678,872,194,0.286,7,1387520,1465000,2046,1680,400,0.1954,-0.1788
newsale,PARK COLONIAL,4 WOODLEIGH LANE,13,13,Central Region,LH,15,2018-09-17,678,872,194,0.286,14,1291614,1360000,1905,1560,353,0.1853,-0.181
newsale,PARK COLONIAL,4 WOODLEIGH LANE,14,13,Central Region,LH,15,2020-12-03,980,1195,215,0.22,7,1911480,1970100,1951,1649,272,0.1395,-0.155
newsale,PARK COLONIAL,4 WOODLEIGH LANE,15,13,Central Region,LH,15,2018-07-13,980,1195,215,0.22,8,1729176,1778000,1765,1488,227,0.1285,-0.157
newsale,PARK COLONIAL,4 WOODLEIGH LANE,16,13,Central Region,LH,15,2018-09-10,603,818,215,0.357,14,1104526,1189000,1832,1453,392,0.2141,-0.2068
newsale,PARK COLONIAL,6 WOODLEIGH LANE,17,13,Central Region,LH,15,2018-08-12,463,667,205,0.442,11,866848,951000,1873,1425,411,0.2197,-0.2391
newsale,PARK COLONIAL,6 WOODLEIGH LANE,18,13,Central Region,LH,15,2018-08-07,570,764,194,0.34,14,1042208,1125000,1827,1472,427,0.2339,-0.1942
newsale,PARK COLONIAL,6 WOODLEIGH LANE,19,13,Central Region,LH,15,2019-04-05,1367,1808,441,0.323,3,2390960,2500000,1749,1382,247,0.1413,-0.2096
newsale,PARK COLONIAL,6 WOODLEIGH LANE,20,13,Central Region,LH,15,2019-05-10,678,872,194,0.286,5,1387204,1465000,2046,1680,402,0.1963,-0.1786
newsale,PARK COLONIAL,6 WOODLEIGH LANE,21,13,Central Region,LH,15,2019-09-26,678,872,194,0.286,5,1415848,1490000,2088,1709,383,0.1833,-0.1815
newsale,PARK COLONIAL,6 WOODLEIGH LANE,22,13,Central Region,LH,15,2019-06-08,1184,1518,334,0.282,9,2198392,2294000,1857,1511,287,0.1543,-0.1859
newsale,PARK COLONIAL,6 WOODLEIGH LANE,23,13,Central Region,LH,15,2018-12-08,936,1152,215,0.23,14,1602796,1680000,1712,1459,359,0.2095,-0.1478
newsale,PARK COLONIAL,6 WOODLEIGH LANE,24,13,Central Region,LH,15,2019-06-11,463,667,205,0.442,6,888798,976000,1920,1462,426,0.222,-0.2384
newsale,PARK COLONIAL,8 WOODLEIGH LANE,25,13,Central Region,LH,14,2019-04-20,506,732,226,0.447,7,974876,1063000,1927,1452,390,0.2023,-0.2463
newsale,PARK COLONIAL,8 WOODLEIGH LANE,26,13,Central Region,LH,14,2018-10-13,624,850,226,0.362,13,1140360,1239000,1827,1457,436,0.2389,-0.2023
newsale,PARK COLONIAL,8 WOODLEIGH LANE,27,13,Central Region,LH,14,2018-07-05,624,850,226,0.362,13,1104400,1190000,1769,1399,379,0.2141,-0.2089
newsale,PARK COLONIAL,8 WOODLEIGH LANE,28,13,Central Region,LH,14,2018-07-05,463,667,205,0.442,12,850880,935000,1838,1401,411,0.2237,-0.2379
newsale,PARK COLONIAL,8 WOODLEIGH LANE,29,13,Central Region,LH,14,2019-02-23,463,667,205,0.442,13,845376,959000,1826,1437,556,0.3042,-0.2132
newsale,PARK COLONIAL,8 WOODLEIGH LANE,30,13,Central Region,LH,14,2018-07-15,463,667,205,0.442,13,845376,890000,1826,1334,218,0.1195,-0.2698
newsale,PARK COLONIAL,8 WOODLEIGH LANE,31,13,Central Region,LH,14,2019-02-27,463,667,205,0.442,13,845376,959000,1826,1437,556,0.3042,-0.2132
newsale,PARK COLONIAL,8 WOODLEIGH LANE,32,13,Central Region,LH,14,2018-07-15,463,667,205,0.442,12,845292,930000,1826,1394,414,0.2268,-0.237
newsale,PARK COLONIAL,8 WOODLEIGH LANE,33,13,Central Region,LH,14,2018-07-27,463,667,205,0.442,12,845292,930000,1826,1394,414,0.2268,-0.237
newsale,PARK COLONIAL,8 WOODLEIGH LANE,34,13,Central Region,LH,14,2019-03-09,463,667,205,0.442,12,840992,954000,1817,1429,553,0.3041,-0.2133
newsale,PARK COLONIAL,8 WOODLEIGH LANE,35,13,Central Region,LH,14,2018-07-05,915,1130,215,0.235,13,1513944,1593000,1655,1409,367,0.2219,-0.1482
newsale,PARK COLONIAL,8 WOODLEIGH LANE,36,13,Central Region,LH,14,2019-03-29,1066,1442,377,0.354,8,2055136,2171000,1929,1505,308,0.1595,-0.2195
newsale,PARK COLONIAL,8 WOODLEIGH LANE,38,13,Central Region,LH,14,2019-01-29,667,861,194,0.29,12,1373614,1472000,2058,1709,508,0.2467,-0.1695
newsale,PARK COLONIAL,8 WOODLEIGH LANE,39,13,Central Region,LH,14,2018-12-13,667,861,194,0.29,13,1284640,1363000,1925,1583,404,0.2101,-0.1777
newsale,PARK COLONIAL,8 WOODLEIGH LANE,40,13,Central Region,LH,14,2018-10-27,463,667,205,0.442,13,894608,979000,1933,1467,413,0.2135,-0.241
newsale,PARKWOOD RESIDENCES,208 YIO CHU KANG ROAD,04,19,North East Region,LH,5,2022-07-16,936,1044,108,0.115,3,1456804,1580593,1556,1514,1150,0.7393,-0.0269
newsale,PARQ BELLA,234 TEMBELING ROAD,04,15,Central Region,FH,5,2023-08-25,926,1076,151,0.163,3,2216832,2249420,2395,2090,216,0.0903,-0.1274
newsale,PARQ BELLA,234 TEMBELING ROAD,05,15,Central Region,FH,5,2023-10-15,1098,1302,205,0.186,3,2581488,2710000,2351,2081,628,0.2673,-0.1151
newsale,PICCADILLY GRAND,1 NORTHUMBERLAND ROAD,01,08,Central Region,LH,23,2023-06-13,1410,1744,334,0.237,11,3090880,3246000,2192,1861,465,0.2121,-0.1508
newsale,PICCADILLY GRAND,1 NORTHUMBERLAND ROAD,02,08,Central Region,LH,23,2023-06-01,1582,1894,312,0.197,8,3260520,3449000,2061,1821,604,0.293,-0.1165
newsale,PICCADILLY GRAND,1 NORTHUMBERLAND ROAD,03,08,Central Region,LH,23,2022-05-07,710,872,161,0.227,19,1632624,1731000,2298,1985,609,0.2651,-0.1361
newsale,PICCADILLY GRAND,1 NORTHUMBERLAND ROAD,04,08,Central Region,LH,23,2022-08-26,1076,1346,269,0.25,19,2394936,2524000,2225,1876,480,0.2156,-0.1569
newsale,PICCADILLY GRAND,1 NORTHUMBERLAND ROAD,05,08,Central Region,LH,23,2022-09-18,1098,1356,258,0.235,19,2374848,2536000,2163,1870,624,0.2884,-0.1355
newsale,PICCADILLY GRAND,1 NORTHUMBERLAND ROAD,06,08,Central Region,LH,23,2022-05-07,646,818,172,0.267,19,1499680,1623000,2322,1984,716,0.3084,-0.1456
newsale,PICCADILLY GRAND,3 NORTHUMBERLAND ROAD,07,08,Central Region,LH,23,2022-08-23,646,818,172,0.267,19,1490684,1736000,2308,2122,1424,0.6171,-0.0806
newsale,PICCADILLY GRAND,3 NORTHUMBERLAND ROAD,08,08,Central Region,LH,23,2022-05-07,1389,1658,269,0.194,5,3008720,3118000,2167,1881,406,0.1874,-0.1319
newsale,PICCADILLY GRAND,3 NORTHUMBERLAND ROAD,09,08,Central Region,LH,23,2023-01-28,1679,2045,366,0.218,19,3476752,3684000,2071,1801,566,0.2735,-0.13
newsale,PICCADILLY GRAND,3 NORTHUMBERLAND ROAD,10,08,Central Region,LH,23,2022-05-07,710,872,161,0.227,18,1638476,1738000,2306,1993,616,0.2673,-0.1357
newsale,PICCADILLY GRAND,3 NORTHUMBERLAND ROAD,12,08,Central Region,LH,23,2022-05-06,883,1066,183,0.207,19,1936032,2032000,2193,1907,524,0.2391,-0.1307
newsale,PICCADILLY GRAND,3 NORTHUMBERLAND ROAD,13,08,Central Region,LH,23,2022-05-08,517,689,172,0.333,19,1260480,1380000,2440,2003,694,0.2845,-0.1789
newsale,PICCADILLY GRAND,5 NORTHUMBERLAND ROAD,14,08,Central Region,LH,23,2022-05-07,484,624,140,0.289,20,1167034,1273000,2409,2039,757,0.3143,-0.1537
newsale,PICCADILLY GRAND,5 NORTHUMBERLAND ROAD,15,08,Central Region,LH,23,2023-07-13,1378,1647,269,0.195,12,2948886,3083000,2140,1872,498,0.2329,-0.1254
newsale,PICCADILLY GRAND,5 NORTHUMBERLAND ROAD,16,08,Central Region,LH,23,2022-05-07,710,872,161,0.227,19,1620128,1725000,2281,1978,650,0.2848,-0.1324
newsale,PICCADILLY GRAND,5 NORTHUMBERLAND ROAD,18,08,Central Region,LH,23,2022-05-07,1076,1346,269,0.25,20,2352740,2517000,2186,1871,610,0.2793,-0.1441
newsale,PICCADILLY GRAND,5 NORTHUMBERLAND ROAD,19,08,Central Region,LH,23,2022-05-07,678,829,151,0.222,19,1529840,1634000,2256,1971,691,0.3064,-0.1261
newsale,PICCADILLY GRAND,5 NORTHUMBERLAND ROAD,20,08,Central Region,LH,23,2022-05-07,517,689,172,0.333,20,1234764,1356000,2390,1968,704,0.2945,-0.1764
newsale,PINETREE HILL,30 PINE GROVE,01,21,Central Region,LH,24,2024-09-08,969,1173,205,0.211,6,2408332,2530000,2486,2156,595,0.2393,-0.1326
newsale,PINETREE HILL,30 PINE GROVE,04,21,Central Region,LH,24,2026-01-30,1216,1421,205,0.168,6,3116696,3174000,2562,2234,280,0.1093,-0.1282
newsale,PINETREE HILL,30 PINE GROVE,05,21,Central Region,LH,24,2025-01-18,1464,1668,205,0.14,14,3972052,4070000,2713,2439,479,0.1765,-0.1009
newsale,PINETREE HILL,30 PINE GROVE,06,21,Central Region,LH,24,2025-02-07,700,850,151,0.215,7,1790100,1820000,2559,2140,198,0.0775,-0.1635
newsale,PINETREE HILL,30 PINE GROVE,07,21,Central Region,LH,24,2024-10-20,764,915,151,0.197,12,1996132,2079000,2612,2272,550,0.2105,-0.13
newsale,PINETREE HILL,30 PINE GROVE,08,21,Central Region,LH,24,2025-08-18,1292,1485,194,0.15,9,3546048,3604000,2745,2426,299,0.109,-0.1162
newsale,PINETREE HILL,32 PINE GROVE,09,21,Central Region,LH,24,2026-02-02,1216,1421,205,0.168,8,3237802,3295000,2662,2319,280,0.1051,-0.1288
newsale,PINETREE HILL,32 PINE GROVE,12,21,Central Region,LH,24,2025-01-25,969,1163,194,0.2,10,2583968,2643000,2667,2274,305,0.1142,-0.1476
newsale,PINETREE HILL,32 PINE GROVE,13,21,Central Region,LH,24,2025-05-24,1292,1485,194,0.15,21,3510864,3574000,2718,2406,326,0.1199,-0.1148
newsale,PINETREE HILL,32 PINE GROVE,14,21,Central Region,LH,24,2025-01-28,764,915,151,0.197,16,1995094,2079000,2611,2272,557,0.2133,-0.1296
newsale,PINETREE HILL,32 PINE GROVE,15,21,Central Region,LH,24,2024-10-26,700,850,151,0.215,12,1777062,1819000,2540,2139,278,0.1096,-0.1578
newsale,PINETREE HILL,32 PINE GROVE,16,21,Central Region,LH,24,2025-02-06,1216,1421,205,0.168,5,3241284,3291000,2665,2316,243,0.0912,-0.1308
newsale,PINETREE HILL,36 PINE GROVE,17,21,Central Region,LH,24,2024-10-03,1464,1668,205,0.14,14,3784224,3758000,2585,2252,-128,-0.0496,-0.1287
newsale,PINETREE HILL,36 PINE GROVE,20,21,Central Region,LH,24,2025-01-30,969,1163,194,0.2,13,2586448,2671000,2670,2298,436,0.1635,-0.1394
newsale,PINETREE HILL,36 PINE GROVE,23,21,Central Region,LH,24,2026-02-23,1216,1421,205,0.168,15,3309320,3376000,2721,2376,326,0.1198,-0.1267
newsale,PRINCIPAL GARDEN,95 PRINCE CHARLES CRESCENT,09,03,Central Region,LH,24,2017-01-12,1572,2347,775,0.493,12,2665776,3998000,1696,1704,1719,1.0134,0.0044
newsale,PROMENADE PEAK,1 ZION PROMENADE,12,03,Central Region,LH,45,2025-10-11,1033,1421,388,0.375,37,3274197,4494600,3169,3163,3149,0.9939,-0.0017
newsale,QUEENS PEAK,1 DUNDEE ROAD,01,03,Central Region,LH,42,2017-10-06,775,936,161,0.208,8,1400082,1626242,1807,1737,1401,0.7754,-0.0387
newsale,QUEENS PEAK,1 DUNDEE ROAD,13,03,Central Region,LH,43,2017-06-04,947,1055,108,0.114,19,1597728,1835000,1687,1740,2204,1.3068,0.0313
newsale,QUEENS PEAK,3 DUNDEE ROAD,20,03,Central Region,LH,42,2017-07-26,775,936,161,0.208,19,1381104,1659430,1782,1772,1724,0.9673,-0.0056
newsale,REZI 24,39 LORONG 24 GEYLANG,13,14,Central Region,FH,8,2021-01-07,1001,1184,183,0.183,4,1575873,1842900,1574,1556,1459,0.927,-0.0113
newsale,REZI 35,20 LORONG 35 GEYLANG,03,14,Central Region,FH,8,2017-11-05,646,893,248,0.383,5,990434,1187000,1534,1329,794,0.5177,-0.1336
newsale,REZI 35,20 LORONG 35 GEYLANG,07,14,Central Region,FH,8,2018-01-15,840,1281,441,0.526,4,1202926,1594300,1433,1245,887,0.619,-0.1313
newsale,RIVERFRONT RESIDENCES,41 HOUGANG AVENUE 7,02,19,North East Region,LH,17,2021-04-18,915,1087,172,0.188,11,1298364,1359000,1419,1250,352,0.2481,-0.1191
newsale,RIVERFRONT RESIDENCES,41 HOUGANG AVENUE 7,03,19,North East Region,LH,17,2018-09-20,1109,1292,183,0.165,11,1451784,1547000,1309,1198,520,0.3974,-0.0854
newsale,RIVERFRONT RESIDENCES,41 HOUGANG AVENUE 7,04,19,North East Region,LH,17,2018-07-05,614,732,118,0.193,14,851576,902000,1388,1232,426,0.3068,-0.1121
newsale,RIVERFRONT RESIDENCES,41 HOUGANG AVENUE 7,05,19,North East Region,LH,17,2018-08-11,463,581,118,0.256,16,665260,699000,1437,1203,285,0.1982,-0.1633
newsale,RIVERFRONT RESIDENCES,41 HOUGANG AVENUE 7,06,19,North East Region,LH,17,2018-07-05,872,1033,161,0.185,14,1208354,1263000,1386,1222,338,0.2442,-0.1181
newsale,RIVERFRONT RESIDENCES,41 HOUGANG AVENUE 7,07,19,North East Region,LH,17,2018-07-05,517,635,118,0.229,16,745832,784000,1444,1234,322,0.2233,-0.1448
newsale,RIVERFRONT RESIDENCES,41 HOUGANG AVENUE 7,08,19,North East Region,LH,17,2018-10-18,1066,1249,183,0.172,10,1420752,1517000,1333,1215,526,0.3945,-0.0887
