track,proj,blk,stk,dist,reg,ten,floor,date,base_sqft,ph_sqft,extra,extra_pct,n_base,base_price,ph_price,base_psf,ph_psf,void_psf,ratio,headline_drop
newsale,KI RESIDENCES AT BROOKVALE,18 BROOKVALE DRIVE,40,21,West Region,LH,12,2021-09-12,753,883,129,0.171,7,1430352,1591000,1898,1803,1244,0.6552,-0.0505
newsale,KI RESIDENCES AT BROOKVALE,18 BROOKVALE DRIVE,41,21,West Region,LH,12,2021-07-23,753,883,129,0.171,10,1406360,1529000,1866,1732,949,0.5087,-0.0719
newsale,KI RESIDENCES AT BROOKVALE,18 BROOKVALE DRIVE,42,21,West Region,LH,12,2021-07-22,1195,1410,215,0.18,11,2265420,2419000,1896,1716,713,0.3763,-0.0952
newsale,KI RESIDENCES AT BROOKVALE,18 BROOKVALE DRIVE,43,21,West Region,LH,12,2022-04-10,980,1195,215,0.22,9,1906344,2121000,1946,1775,997,0.5123,-0.0879
newsale,KI RESIDENCES AT BROOKVALE,18 BROOKVALE DRIVE,44,21,West Region,LH,12,2022-04-09,743,872,129,0.174,3,1399583,1602000,1884,1837,1567,0.8317,-0.0249
newsale,KI RESIDENCES AT BROOKVALE,2 BROOKVALE DRIVE,02,21,West Region,LH,12,2022-08-04,861,1033,172,0.2,11,1784196,1996000,2072,1932,1230,0.5936,-0.0677
newsale,KI RESIDENCES AT BROOKVALE,2 BROOKVALE DRIVE,04,21,West Region,LH,12,2021-06-25,1173,1378,205,0.174,7,2330476,2366000,1986,1717,174,0.0875,-0.1355
newsale,KI RESIDENCES AT BROOKVALE,20 BROOKVALE DRIVE,48,21,West Region,LH,12,2021-04-18,753,883,129,0.171,10,1413466,1499000,1876,1698,662,0.353,-0.0947
newsale,KI RESIDENCES AT BROOKVALE,20 BROOKVALE DRIVE,49,21,West Region,LH,12,2021-10-15,753,883,129,0.171,8,1414318,1607000,1877,1821,1492,0.7947,-0.03
newsale,KI RESIDENCES AT BROOKVALE,20 BROOKVALE DRIVE,50,21,West Region,LH,12,2021-04-21,980,1195,215,0.22,11,1830132,2001000,1868,1675,794,0.4248,-0.1036
newsale,KI RESIDENCES AT BROOKVALE,20 BROOKVALE DRIVE,52,21,West Region,LH,12,2021-11-29,743,872,129,0.174,4,1360236,1539000,1831,1765,1384,0.7557,-0.0362
newsale,KI RESIDENCES AT BROOKVALE,22 BROOKVALE DRIVE,53,21,West Region,LH,12,2021-09-20,861,1033,172,0.2,6,1522068,1785000,1768,1727,1527,0.8638,-0.0227
newsale,KI RESIDENCES AT BROOKVALE,22 BROOKVALE DRIVE,54,21,West Region,LH,12,2021-08-30,861,1033,172,0.2,11,1535724,1785000,1783,1727,1447,0.8116,-0.0314
newsale,KI RESIDENCES AT BROOKVALE,22 BROOKVALE DRIVE,55,21,West Region,LH,12,2021-03-25,936,1152,215,0.23,11,1672836,1836000,1786,1594,758,0.4243,-0.1076
newsale,KI RESIDENCES AT BROOKVALE,22 BROOKVALE DRIVE,56,21,West Region,LH,12,2021-04-25,1173,1378,205,0.174,11,2078616,2334000,1772,1694,1249,0.7049,-0.0438
newsale,KI RESIDENCES AT BROOKVALE,6 BROOKVALE DRIVE,08,21,West Region,LH,12,2021-08-02,753,883,129,0.171,10,1453420,1600000,1929,1813,1135,0.5883,-0.0603
newsale,KI RESIDENCES AT BROOKVALE,6 BROOKVALE DRIVE,09,21,West Region,LH,12,2021-11-19,753,883,129,0.171,9,1481480,1616000,1966,1831,1041,0.5297,-0.0688
newsale,KI RESIDENCES AT BROOKVALE,6 BROOKVALE DRIVE,10,21,West Region,LH,12,2022-07-24,1109,1313,205,0.184,8,2296626,2535000,2071,1930,1166,0.5627,-0.0681
newsale,KI RESIDENCES AT BROOKVALE,6 BROOKVALE DRIVE,11,21,West Region,LH,12,2022-08-28,980,1195,215,0.22,7,2101924,2409000,2146,2016,1426,0.6647,-0.0604
newsale,KI RESIDENCES AT BROOKVALE,8 BROOKVALE DRIVE,13,21,West Region,LH,12,2021-11-09,1173,1378,205,0.174,8,2183180,2486000,1861,1804,1481,0.7958,-0.0303
newsale,KI RESIDENCES AT BROOKVALE,8 BROOKVALE DRIVE,15,21,West Region,LH,12,2020-12-10,1259,1464,205,0.162,11,2377620,2540000,1888,1735,794,0.4206,-0.0809
newsale,KI RESIDENCES AT BROOKVALE,8 BROOKVALE DRIVE,16,21,West Region,LH,12,2020-12-05,1475,1711,237,0.161,10,2750376,2964000,1865,1732,902,0.4837,-0.0714
newsale,KINGSFORD . HILLVIEW PEAK,101 HILLVIEW RISE,04,23,West Region,LH,26,2016-05-01,527,592,65,0.122,3,739284,775000,1402,1309,553,0.3946,-0.066
newsale,KINGSFORD . HILLVIEW PEAK,101 HILLVIEW RISE,05,23,West Region,LH,26,2016-03-30,549,614,65,0.118,19,726960,785000,1324,1279,899,0.6786,-0.0338
newsale,KINGSFORD . HILLVIEW PEAK,101 HILLVIEW RISE,07,23,West Region,LH,25,2016-04-15,1249,1399,151,0.121,17,1674256,1770924,1341,1266,641,0.4784,-0.0562
newsale,KINGSFORD . HILLVIEW PEAK,105 HILLVIEW RISE,26,23,West Region,LH,11,2016-04-22,517,570,54,0.104,8,711528,785000,1377,1376,1365,0.9913,-0.0008
newsale,KINGSFORD . HILLVIEW PEAK,105 HILLVIEW RISE,27,23,West Region,LH,11,2016-05-20,517,570,54,0.104,8,711406,775000,1377,1358,1182,0.8582,-0.0134
newsale,KINGSFORD . HILLVIEW PEAK,105 HILLVIEW RISE,30,23,West Region,LH,11,2015-10-08,517,614,97,0.188,7,705888,758000,1366,1235,538,0.3937,-0.0957
newsale,KINGSFORD . HILLVIEW PEAK,105 HILLVIEW RISE,31,23,West Region,LH,11,2016-04-21,517,570,54,0.104,8,715476,757000,1385,1327,772,0.5572,-0.0418
newsale,KINGSFORD . HILLVIEW PEAK,105 HILLVIEW RISE,34,23,West Region,LH,11,2016-09-23,527,581,54,0.102,8,749634,810000,1421,1394,1122,0.7892,-0.0195
newsale,KINGSFORD . HILLVIEW PEAK,105 HILLVIEW RISE,35,23,West Region,LH,11,2016-10-27,549,646,97,0.176,8,778341,880000,1418,1363,1049,0.7401,-0.039
newsale,KINGSFORD WATERBAY,64 UPPER SERANGOON VIEW,01,19,North East Region,LH,16,2017-06-25,721,926,205,0.284,3,890532,1017000,1235,1099,618,0.5008,-0.1103
newsale,KINGSFORD WATERBAY,64 UPPER SERANGOON VIEW,03,19,North East Region,LH,16,2017-06-25,915,1141,226,0.247,10,1193727,1204000,1305,1055,45,0.0348,-0.1912
newsale,KINGSFORD WATERBAY,64 UPPER SERANGOON VIEW,04,19,North East Region,LH,16,2015-05-25,624,850,226,0.362,11,705892,746000,1131,877,177,0.1569,-0.2241
newsale,KINGSFORD WATERBAY,64 UPPER SERANGOON VIEW,05,19,North East Region,LH,16,2015-08-03,614,829,215,0.351,14,680438,728000,1109,878,221,0.1992,-0.208
newsale,KINGSFORD WATERBAY,64 UPPER SERANGOON VIEW,06,19,North East Region,LH,16,2017-11-01,850,1066,215,0.253,4,1166100,1223925,1371,1149,269,0.1959,-0.1624
newsale,KINGSFORD WATERBAY,64 UPPER SERANGOON VIEW,07,19,North East Region,LH,16,2017-05-17,1001,1216,215,0.215,9,1288248,1234000,1287,1015,-252,-0.1958,-0.2116
newsale,KINGSFORD WATERBAY,64 UPPER SERANGOON VIEW,08,19,North East Region,LH,16,2015-03-18,710,915,205,0.288,13,817260,870000,1150,951,258,0.2242,-0.1734
newsale,KINGSFORD WATERBAY,66 UPPER SERANGOON VIEW,09,19,North East Region,LH,16,2016-06-19,484,689,205,0.422,3,572280,646000,1181,938,360,0.3051,-0.2063
newsale,KINGSFORD WATERBAY,66 UPPER SERANGOON VIEW,11,19,North East Region,LH,16,2017-05-30,850,1066,215,0.253,8,1072157,1037459,1261,974,-161,-0.1278,-0.2278
newsale,KINGSFORD WATERBAY,66 UPPER SERANGOON VIEW,12,19,North East Region,LH,16,2017-05-30,883,1098,215,0.244,11,1121639,1117440,1271,1018,-20,-0.0154,-0.1991
newsale,KINGSFORD WATERBAY,66 UPPER SERANGOON VIEW,13,19,North East Region,LH,16,2017-07-23,689,861,172,0.25,13,1012266,976000,1469,1133,-211,-0.1433,-0.2287
newsale,KINGSFORD WATERBAY,66 UPPER SERANGOON VIEW,14,19,North East Region,LH,16,2017-11-07,678,840,161,0.238,10,989835,1050000,1460,1251,373,0.2553,-0.1432
newsale,KINGSFORD WATERBAY,66 UPPER SERANGOON VIEW,15,19,North East Region,LH,16,2017-03-15,1033,1249,215,0.208,9,1273242,1261876,1232,1011,-53,-0.0428,-0.1798
newsale,KINGSFORD WATERBAY,66 UPPER SERANGOON VIEW,16,19,North East Region,LH,16,2017-09-05,893,1109,215,0.241,12,1209843,1200000,1354,1082,-46,-0.0338,-0.2007
newsale,KINGSFORD WATERBAY,68 UPPER SERANGOON VIEW,18,19,North East Region,LH,16,2016-03-23,474,657,183,0.386,3,559440,629000,1181,958,380,0.3218,-0.189
newsale,KINGSFORD WATERBAY,68 UPPER SERANGOON VIEW,19,19,North East Region,LH,16,2017-09-05,1023,1249,226,0.221,13,1378822,1398105,1348,1120,85,0.0633,-0.1696
newsale,KINGSFORD WATERBAY,68 UPPER SERANGOON VIEW,20,19,North East Region,LH,16,2017-04-24,1044,1259,215,0.206,12,1292114,1318000,1238,1047,120,0.0972,-0.1543
newsale,KINGSFORD WATERBAY,68 UPPER SERANGOON VIEW,21,19,North East Region,LH,16,2016-10-10,678,840,161,0.238,3,827920,886000,1221,1055,360,0.2946,-0.1356
newsale,KINGSFORD WATERBAY,68 UPPER SERANGOON VIEW,22,19,North East Region,LH,16,2017-10-30,689,861,172,0.25,6,973411,1056979,1413,1227,485,0.3434,-0.1313
newsale,KINGSFORD WATERBAY,68 UPPER SERANGOON VIEW,24,19,North East Region,LH,16,2017-08-26,861,1076,215,0.25,10,1185872,1149580,1377,1068,-169,-0.1224,-0.2245
newsale,KINGSFORD WATERBAY,68 UPPER SERANGOON VIEW,25,19,North East Region,LH,16,2015-04-01,484,678,194,0.4,6,560970,613000,1158,904,269,0.2319,-0.2195
newsale,KINGSFORD WATERBAY,68 UPPER SERANGOON VIEW,26,19,North East Region,LH,16,2016-05-05,484,689,205,0.422,6,569230,648000,1175,941,385,0.3277,-0.1996
newsale,KINGSFORD WATERBAY,70 UPPER SERANGOON VIEW,27,19,North East Region,LH,16,2015-08-11,484,689,205,0.422,9,565400,627000,1167,910,301,0.258,-0.2203
newsale,KINGSFORD WATERBAY,70 UPPER SERANGOON VIEW,28,19,North East Region,LH,16,2016-07-06,484,678,194,0.4,3,603679,658000,1246,970,280,0.225,-0.2214
newsale,KINGSFORD WATERBAY,70 UPPER SERANGOON VIEW,29,19,North East Region,LH,16,2017-07-23,850,1066,215,0.253,9,1154560,1117990,1358,1049,-170,-0.1251,-0.2273
newsale,KINGSFORD WATERBAY,70 UPPER SERANGOON VIEW,30,19,North East Region,LH,16,2018-06-19,883,1098,215,0.244,3,1264687,1240000,1433,1129,-115,-0.08,-0.2118
newsale,KINGSFORD WATERBAY,70 UPPER SERANGOON VIEW,31,19,North East Region,LH,16,2017-07-23,689,861,172,0.25,8,912728,976000,1325,1133,367,0.2773,-0.1445
newsale,KINGSFORD WATERBAY,70 UPPER SERANGOON VIEW,32,19,North East Region,LH,16,2017-10-17,678,840,161,0.238,6,906962,1030152,1337,1227,763,0.5705,-0.0826
newsale,KINGSFORD WATERBAY,70 UPPER SERANGOON VIEW,33,19,North East Region,LH,16,2017-03-02,883,1098,215,0.244,9,1084540,1129000,1229,1028,207,0.1681,-0.1631
newsale,KINGSFORD WATERBAY,70 UPPER SERANGOON VIEW,34,19,North East Region,LH,16,2017-07-23,893,1109,215,0.241,9,1227215,1170635,1374,1056,-263,-0.1913,-0.2313
newsale,KINGSFORD WATERBAY,70 UPPER SERANGOON VIEW,35,19,North East Region,LH,16,2016-08-26,474,657,183,0.386,4,576760,644000,1218,981,367,0.3018,-0.1946
newsale,KINGSFORD WATERBAY,72 UPPER SERANGOON VIEW,37,19,North East Region,LH,16,2017-06-20,1109,1335,226,0.204,10,1277316,1424025,1152,1067,649,0.5633,-0.074
newsale,KINGSFORD WATERBAY,72 UPPER SERANGOON VIEW,38,19,North East Region,LH,16,2017-03-15,1033,1259,226,0.219,9,1226736,1276940,1187,1014,222,0.1871,-0.1459
newsale,KINGSFORD WATERBAY,72 UPPER SERANGOON VIEW,39,19,North East Region,LH,16,2017-07-23,678,840,161,0.238,5,891848,960000,1315,1143,422,0.3209,-0.1306
newsale,KINGSFORD WATERBAY,72 UPPER SERANGOON VIEW,40,19,North East Region,LH,16,2017-10-20,689,861,172,0.25,14,1003814,1039888,1457,1208,209,0.1438,-0.1712
newsale,KINGSFORD WATERBAY,72 UPPER SERANGOON VIEW,41,19,North East Region,LH,16,2017-04-24,883,1098,215,0.244,13,1155840,1129000,1310,1028,-125,-0.0952,-0.2147
newsale,KINGSFORD WATERBAY,72 UPPER SERANGOON VIEW,42,19,North East Region,LH,16,2017-08-09,850,1066,215,0.253,9,1157906,1162709,1362,1091,22,0.0164,-0.1987
newsale,KINGSFORD WATERBAY,72 UPPER SERANGOON VIEW,43,19,North East Region,LH,16,2016-11-03,484,678,194,0.4,10,604608,658000,1248,970,276,0.2208,-0.2226
newsale,KINGSFORD WATERBAY,74 UPPER SERANGOON VIEW,45,19,North East Region,LH,16,2016-06-24,484,689,205,0.422,6,600845,659000,1240,957,284,0.2292,-0.2288
newsale,KINGSFORD WATERBAY,74 UPPER SERANGOON VIEW,46,19,North East Region,LH,16,2016-10-02,484,678,194,0.4,8,606668,658000,1252,970,265,0.2115,-0.2253
newsale,KINGSFORD WATERBAY,74 UPPER SERANGOON VIEW,47,19,North East Region,LH,16,2017-09-09,850,1066,215,0.253,10,1150697,1162710,1353,1091,56,0.0412,-0.1937
newsale,KINGSFORD WATERBAY,74 UPPER SERANGOON VIEW,48,19,North East Region,LH,16,2017-05-30,883,1098,215,0.244,13,1062952,1129000,1204,1028,307,0.2548,-0.1461
newsale,KINGSFORD WATERBAY,74 UPPER SERANGOON VIEW,49,19,North East Region,LH,16,2017-06-29,689,861,172,0.25,10,1005048,985000,1459,1144,-116,-0.0798,-0.216
newsale,KINGSFORD WATERBAY,74 UPPER SERANGOON VIEW,50,19,North East Region,LH,16,2017-03-27,678,840,161,0.238,12,889058,937000,1311,1116,297,0.2265,-0.1488
newsale,KINGSFORD WATERBAY,74 UPPER SERANGOON VIEW,51,19,North East Region,LH,16,2016-07-06,1033,1249,215,0.208,3,1240848,1309000,1201,1048,317,0.2636,-0.127
newsale,KINGSFORD WATERBAY,74 UPPER SERANGOON VIEW,52,19,North East Region,LH,16,2017-08-24,893,1109,215,0.241,11,1219824,1200000,1365,1082,-92,-0.0674,-0.2073
newsale,KINGSFORD WATERBAY,74 UPPER SERANGOON VIEW,53,19,North East Region,LH,16,2016-09-11,474,657,183,0.386,4,594364,639170,1255,973,245,0.1951,-0.2243
newsale,KINGSFORD WATERBAY,76 UPPER SERANGOON VIEW,54,19,North East Region,LH,16,2016-10-10,474,657,183,0.386,4,593696,644000,1254,981,275,0.2193,-0.2176
newsale,KINGSFORD WATERBAY,76 UPPER SERANGOON VIEW,55,19,North East Region,LH,16,2017-05-30,1033,1259,226,0.219,11,1273701,1290000,1233,1024,72,0.0585,-0.169
newsale,KINGSFORD WATERBAY,76 UPPER SERANGOON VIEW,56,19,North East Region,LH,16,2016-06-18,1109,1335,226,0.204,11,1316448,1392000,1187,1043,334,0.2815,-0.1217
newsale,KINGSFORD WATERBAY,76 UPPER SERANGOON VIEW,57,19,North East Region,LH,16,2017-03-18,678,840,161,0.238,10,873962,941000,1289,1121,415,0.3222,-0.1304
newsale,KINGSFORD WATERBAY,76 UPPER SERANGOON VIEW,58,19,North East Region,LH,16,2017-06-07,689,861,172,0.25,9,937596,976000,1361,1133,223,0.1638,-0.1672
newsale,KINGSFORD WATERBAY,76 UPPER SERANGOON VIEW,59,19,North East Region,LH,16,2017-04-27,883,1098,215,0.244,10,1066976,1152000,1209,1049,395,0.3267,-0.132
newsale,KINGSFORD WATERBAY,76 UPPER SERANGOON VIEW,61,19,North East Region,LH,16,2016-10-02,484,678,194,0.4,12,606690,658000,1253,970,265,0.2114,-0.2253
newsale,KINGSFORD WATERBAY,76 UPPER SERANGOON VIEW,62,19,North East Region,LH,16,2016-08-18,484,689,205,0.422,8,600936,659000,1241,957,284,0.2288,-0.2289
newsale,KINGSFORD WATERBAY,78 UPPER SERANGOON VIEW,63,19,North East Region,LH,16,2016-10-12,657,872,215,0.328,3,781112,831000,1190,953,232,0.1948,-0.1988
newsale,KINGSFORD WATERBAY,78 UPPER SERANGOON VIEW,67,19,North East Region,LH,16,2017-08-08,678,840,161,0.238,4,912032,1003888,1345,1196,569,0.423,-0.111
newsale,KINGSFORD WATERBAY,78 UPPER SERANGOON VIEW,68,19,North East Region,LH,16,2017-06-25,850,1066,215,0.253,4,1021520,1117990,1201,1049,448,0.373,-0.1267
newsale,KINGSFORD WATERBAY,78 UPPER SERANGOON VIEW,69,19,North East Region,LH,16,2017-08-22,850,1066,215,0.253,5,1145470,1159933,1347,1088,67,0.0499,-0.1919
newsale,KINGSFORD WATERBAY,78 UPPER SERANGOON VIEW,70,19,North East Region,LH,16,2016-06-19,635,840,205,0.322,3,756000,798000,1190,950,205,0.1725,-0.2016
newsale,KINGSFORD WATERBAY,80 UPPER SERANGOON VIEW,71,19,North East Region,LH,16,2016-02-27,657,872,215,0.328,8,754856,803112,1150,921,224,0.195,-0.1988
newsale,KINGSFORD WATERBAY,80 UPPER SERANGOON VIEW,72,19,North East Region,LH,16,2017-09-08,958,1141,183,0.191,11,1327148,1275000,1385,1117,-285,-0.2057,-0.1934
newsale,KINGSFORD WATERBAY,80 UPPER SERANGOON VIEW,73,19,North East Region,LH,16,2017-05-21,1195,1421,226,0.189,12,1459260,1490000,1221,1049,136,0.1113,-0.1414
newsale,KINGSFORD WATERBAY,80 UPPER SERANGOON VIEW,75,19,North East Region,LH,16,2017-05-31,678,840,161,0.238,5,1008862,961000,1488,1145,-296,-0.1993,-0.2306
newsale,KINGSFORD WATERBAY,80 UPPER SERANGOON VIEW,76,19,North East Region,LH,16,2017-07-23,1216,1442,226,0.186,14,1624597,1586620,1336,1100,-168,-0.1258,-0.1764
newsale,KINGSFORD WATERBAY,80 UPPER SERANGOON VIEW,77,19,North East Region,LH,16,2017-08-21,850,1066,215,0.253,5,983448,1159933,1157,1088,820,0.7089,-0.0588
newsale,KINGSFORD WATERBAY,80 UPPER SERANGOON VIEW,78,19,North East Region,LH,16,2016-06-09,635,840,205,0.322,8,724906,802000,1141,955,377,0.3303,-0.1631
newsale,LAKE GRANDE,10 JURONG LAKE LINK,33,22,West Region,LH,17,2016-07-23,409,506,97,0.237,14,588436,639000,1439,1263,522,0.3628,-0.122
newsale,LAKE GRANDE,10 JURONG LAKE LINK,34,22,West Region,LH,17,2017-11-02,818,969,151,0.184,13,1125280,1187000,1376,1225,410,0.2977,-0.1092
newsale,LAKE GRANDE,10 JURONG LAKE LINK,35,22,West Region,LH,17,2016-12-03,775,872,97,0.125,14,1082426,1165000,1397,1336,852,0.6103,-0.0433
newsale,LAKE GRANDE,10 JURONG LAKE LINK,36,22,West Region,LH,17,2016-07-24,721,861,140,0.194,15,1050264,1116000,1456,1296,470,0.3226,-0.1101
newsale,LAKE GRANDE,10 JURONG LAKE LINK,37,22,West Region,LH,17,2016-07-23,474,614,140,0.295,15,728000,798000,1537,1301,500,0.3255,-0.1538
newsale,LAKE GRANDE,10 JURONG LAKE LINK,38,22,West Region,LH,17,2016-07-23,517,657,140,0.271,15,770048,845000,1490,1287,536,0.3594,-0.1365
newsale,LAKE GRANDE,10 JURONG LAKE LINK,39,22,West Region,LH,17,2016-08-02,614,743,129,0.211,15,848640,924000,1383,1244,583,0.4218,-0.1006
newsale,LAKE GRANDE,10 JURONG LAKE LINK,40,22,West Region,LH,17,2016-08-20,861,1012,151,0.175,15,1201560,1287000,1395,1272,567,0.4063,-0.0884
newsale,LAKE GRANDE,10 JURONG LAKE LINK,42,22,West Region,LH,17,2017-11-18,775,958,183,0.236,15,1056528,1209000,1363,1262,833,0.6112,-0.0743
newsale,LAKE GRANDE,2 JURONG LAKE LINK,01,22,West Region,LH,17,2016-08-05,947,1109,161,0.17,15,1264956,1331000,1335,1201,409,0.3063,-0.101
newsale,LAKE GRANDE,2 JURONG LAKE LINK,03,22,West Region,LH,17,2017-02-25,980,1119,140,0.143,15,1294348,1360000,1321,1215,469,0.355,-0.0806
newsale,LAKE GRANDE,2 JURONG LAKE LINK,04,22,West Region,LH,17,2016-07-24,667,818,151,0.226,15,971040,1045000,1455,1277,491,0.3373,-0.1221
newsale,LAKE GRANDE,2 JURONG LAKE LINK,05,22,West Region,LH,17,2016-07-23,926,1066,140,0.151,15,1320980,1380000,1427,1295,422,0.2956,-0.0925
newsale,LAKE GRANDE,2 JURONG LAKE LINK,06,22,West Region,LH,17,2016-07-23,624,753,129,0.207,15,922040,996000,1477,1322,573,0.3877,-0.105
newsale,LAKE GRANDE,2 JURONG LAKE LINK,07,22,West Region,LH,17,2016-07-23,614,743,129,0.211,15,906500,980000,1477,1319,569,0.3851,-0.1069
newsale,LAKE GRANDE,2 JURONG LAKE LINK,08,22,West Region,LH,17,2016-08-25,1152,1335,183,0.159,11,1616164,1703000,1403,1276,475,0.3382,-0.0907
newsale,LAKE GRANDE,6 JURONG LAKE LINK,11,22,West Region,LH,17,2017-02-19,947,1109,161,0.17,15,1249500,1361000,1319,1228,691,0.5235,-0.0694
newsale,LAKE GRANDE,6 JURONG LAKE LINK,13,22,West Region,LH,17,2017-11-17,1173,1346,172,0.147,12,1619496,1702000,1380,1265,479,0.3471,-0.0836
newsale,LAKE GRANDE,6 JURONG LAKE LINK,14,22,West Region,LH,17,2016-07-23,667,818,151,0.226,15,1002660,1083000,1502,1324,533,0.3549,-0.1188
newsale,LAKE GRANDE,6 JURONG LAKE LINK,15,22,West Region,LH,17,2016-07-23,926,1066,140,0.151,15,1353540,1430000,1462,1342,546,0.3737,-0.0822
newsale,LAKE GRANDE,6 JURONG LAKE LINK,16,22,West Region,LH,17,2016-07-23,624,753,129,0.207,15,948844,1007000,1520,1336,450,0.2962,-0.1206
newsale,LAKE GRANDE,6 JURONG LAKE LINK,17,22,West Region,LH,17,2016-07-23,614,743,129,0.211,15,931364,991000,1518,1334,462,0.3041,-0.121
newsale,LAKE GRANDE,6 JURONG LAKE LINK,18,22,West Region,LH,17,2016-09-14,1302,1485,183,0.14,12,1812008,1874000,1391,1262,339,0.2435,-0.0932
newsale,LAKE GRANDE,6 JURONG LAKE LINK,19,22,West Region,LH,17,2017-08-29,904,1012,108,0.119,10,1210872,1308000,1339,1293,902,0.6738,-0.0347
newsale,LAKE GRANDE,6 JURONG LAKE LINK,20,22,West Region,LH,17,2018-01-10,775,958,183,0.236,8,1059734,1230000,1367,1284,930,0.6805,-0.061
newsale,LAKE GRANDE,8 JURONG LAKE LINK,22,22,West Region,LH,17,2016-07-23,409,506,97,0.237,15,585832,639000,1432,1263,549,0.3832,-0.1181
newsale,LAKE GRANDE,8 JURONG LAKE LINK,23,22,West Region,LH,17,2017-10-31,818,969,151,0.184,10,1108752,1182000,1355,1220,486,0.3586,-0.0998
newsale,LAKE GRANDE,8 JURONG LAKE LINK,24,22,West Region,LH,17,2016-09-22,775,872,97,0.125,15,1086776,1133000,1402,1299,477,0.3403,-0.0733
newsale,LAKE GRANDE,8 JURONG LAKE LINK,25,22,West Region,LH,17,2016-09-12,721,861,140,0.194,15,1041408,1121000,1444,1302,569,0.3939,-0.0985
newsale,LAKE GRANDE,8 JURONG LAKE LINK,26,22,West Region,LH,17,2016-07-23,474,614,140,0.295,15,695760,763000,1469,1244,481,0.3271,-0.1535
newsale,LAKE GRANDE,8 JURONG LAKE LINK,27,22,West Region,LH,17,2016-07-23,517,657,140,0.271,15,742812,811000,1438,1235,487,0.3389,-0.1409
newsale,LAKE GRANDE,8 JURONG LAKE LINK,28,22,West Region,LH,17,2016-07-30,614,743,129,0.211,15,856480,928000,1396,1249,554,0.3966,-0.1049
newsale,LAKE GRANDE,8 JURONG LAKE LINK,29,22,West Region,LH,17,2017-09-04,861,1012,151,0.175,6,1158466,1263000,1345,1248,694,0.5156,-0.0721
newsale,LAKE GRANDE,8 JURONG LAKE LINK,30,22,West Region,LH,17,2017-11-13,818,958,140,0.171,12,1094738,1264000,1338,1319,1210,0.9038,-0.014
newsale,LAKE GRANDE,8 JURONG LAKE LINK,31,22,West Region,LH,17,2017-12-22,775,958,183,0.236,14,1067738,1204000,1378,1257,745,0.5405,-0.0878
newsale,LATTICE ONE,1 SERAYA CRESCENT,05,20,North East Region,FH,5,2019-06-23,538,657,118,0.22,4,985096,1037000,1830,1579,438,0.2395,-0.1371
newsale,LATTICE ONE,3 SERAYA CRESCENT,04,20,North East Region,FH,5,2021-07-06,840,1033,194,0.231,4,1613413,1680000,1922,1626,344,0.1788,-0.154
newsale,LE QUEST,10 BUKIT BATOK STREET 41,26,23,West Region,LH,16,2017-08-05,495,614,118,0.239,11,663000,712000,1339,1160,414,0.309,-0.1333
newsale,LE QUEST,10 BUKIT BATOK STREET 41,32,23,West Region,LH,16,2019-04-27,980,1141,161,0.165,5,1443112,1502000,1473,1316,365,0.2476,-0.1065
newsale,LE QUEST,10 BUKIT BATOK STREET 41,33,23,West Region,LH,16,2020-06-17,936,1109,172,0.184,9,1342320,1406000,1433,1268,370,0.258,-0.1153
newsale,LE QUEST,10 BUKIT BATOK STREET 41,34,23,West Region,LH,16,2017-08-05,495,614,118,0.239,11,655860,705000,1325,1149,415,0.3133,-0.1325
newsale,LE QUEST,12 BUKIT BATOK STREET 41,38,23,West Region,LH,16,2020-03-21,1023,1206,183,0.179,11,1473536,1551000,1441,1287,423,0.2938,-0.1072
newsale,LE QUEST,12 BUKIT BATOK STREET 41,42,23,West Region,LH,16,2019-10-18,936,1109,172,0.184,6,1326308,1395000,1416,1258,399,0.2816,-0.1116
newsale,LE QUEST,12 BUKIT BATOK STREET 41,43,23,West Region,LH,16,2017-08-05,495,614,118,0.239,11,650760,701000,1314,1143,424,0.3228,-0.1307
newsale,LE QUEST,2 BUKIT BATOK STREET 41,01,23,West Region,LH,16,2018-05-19,495,614,118,0.239,5,738760,785000,1492,1279,391,0.2617,-0.1425
newsale,LE QUEST,2 BUKIT BATOK STREET 41,03,23,West Region,LH,16,2020-03-26,1023,1206,183,0.179,11,1490804,1564000,1458,1297,400,0.2744,-0.1101
newsale,LE QUEST,2 BUKIT BATOK STREET 41,07,23,West Region,LH,16,2019-07-27,980,1141,161,0.165,7,1417320,1479000,1447,1296,382,0.264,-0.1041
newsale,LE QUEST,2 BUKIT BATOK STREET 41,08,23,West Region,LH,16,2020-03-15,936,1109,172,0.184,10,1317364,1384000,1407,1248,387,0.2751,-0.1126
newsale,LE QUEST,2 BUKIT BATOK STREET 41,09,23,West Region,LH,16,2017-08-05,495,614,118,0.239,10,668314,712000,1350,1160,369,0.2733,-0.1402
newsale,LE QUEST,6 BUKIT BATOK STREET 41,10,23,West Region,LH,16,2017-08-05,592,732,140,0.236,11,825344,890000,1394,1216,462,0.3314,-0.1278
newsale,LE QUEST,6 BUKIT BATOK STREET 41,11,23,West Region,LH,16,2020-07-30,883,1109,226,0.256,4,1327096,1420000,1504,1281,411,0.2734,-0.1481
newsale,LE QUEST,6 BUKIT BATOK STREET 41,13,23,West Region,LH,16,2019-04-08,710,807,97,0.136,3,1084260,1117000,1526,1384,338,0.2214,-0.0934
